period;cod_cod;cod_id;cod_name;city;stratum;year;semester;school_state;school_city;faculty;program;cod_snies;knowledge_area;shift;age;civil_status;gender;residence_zone;foreign;school_name;school_calendar;school_character;school_language;school_methodology;academic_aid;financial_aid;other_aid;study_and_work;age_mod;cantidad_matriculas;Cluster
2011-03;2420C;345U;13893N;cali;3;2011;2;caldas;manizales;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;46;soltero;F;nd;nd;liceo isabel la catolica;a;femenino;nd;nd;nd;nd;nd;nd;Mas de 40;1;1
2019-01;12357C;3460U;5871N;palmira;3;2019;1;valle del cauca;palmira;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;colegio colombia palmira;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2019-01;12246C;3461U;17780N;buga;3;2019;1;valle del cauca;buga;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles:frances;educacion tradicional;si;si;no;no;15-20;1;1
2020-01;13477C;3462U;11857N;buga;2;2020;1;valle del cauca;buga;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;18;soltero;F;nd;no;colegio santa mariana de jesus buga;b;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-01;13795C;3463U;13385N;palmira;2;2020;1;valle del cauca;palmira;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;nd;no;colegio agustiniano campestre;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-01;13387C;3464U;14236N;buga;2;2020;1;valle del cauca;buga;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;17;soltero;F;nd;no;institucion educativa tulio enrique tascon;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2017-03;10034C;3465U;5537N;buga;2;2017;2;valle del cauca;buga;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles:frances;escuela nueva;no;si;no;no;15-20;1;1
2020-01;13545C;3467U;17574N;cali;3;2020;1;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa tecnica de comercio simon rodriguez;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-01;13731C;3468U;15562N;buga;2;2020;1;valle del cauca;buga;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;0
2018-03;11499C;3469U;11995N;buga;3;2018;2;valle del cauca;buga;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;17;soltero;F;urbana;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles:frances;educacion tradicional;no;no;no;no;15-20;1;1
2011-01;2014C;346U;3205N;cali;4;2011;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;43;casado;F;nd;no;centro de capacitacion y educacion dirigida cced cali;a;mixto;nd;nd;nd;nd;nd;nd;Mas de 40;1;0
2018-03;11532C;3470U;8895N;buga;5;2018;2;valle del cauca;buga;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio santa mariana de jesus buga;b;mixto;ingles;educacion tradicional;si;si;no;no;15-20;1;0
2020-01;13735C;3472U;13841N;guacari;2;2020;1;valle del cauca;palmira;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;institucion educativa san vicente palmira;a;femenino;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2019-03;12991C;3473U;8177N;buga;2;2019;2;valle del cauca;buga;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;1
2020-03;14269C;3474U;15280N;buga;4;2020;2;valle del cauca;buga;Engineering;diseno industrial;103338;bellas artes;diurna;18;soltero;F;nd;no;colegio diocesano gimnasio central del valle;b;mixto;ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-03;13080C;3475U;4843N;buga;4;2019;2;valle del cauca;buga;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;centro educativo formal discenters buga;a;mixto;espanol;aceleracion del aprendizaje;no;no;no;no;15-20;1;1
2019-03;12763C;3476U;2201N;buga;2;2019;2;valle del cauca;buga;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio santa mariana de jesus buga;b;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;1
2019-03;12890C;3477U;3572N;buga;2;2019;2;valle del cauca;buga;Engineering;ingenieria electronica y telecomunicaciones;55170;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio comfandi buga;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;1
2019-03;13021C;3478U;705N;buga;4;2019;2;valle del cauca;buga;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio diocesano gimnasio central del valle;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2020-03;14273C;3480U;6187N;buga;4;2020;2;valle del cauca;buga;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;nd;no;colegio diocesano gimnasio central del valle;b;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-01;13888C;3481U;16792N;cali;3;2020;1;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;17;soltero;F;nd;no;colegio santa isabel de hungria sede alfonso lopez;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2019-03;13115C;3482U;217N;buga;4;2019;2;valle del cauca;buga;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;M;urbana;no;liceo de los andes;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2019-03;12787C;3483U;14137N;palmira;5;2019;2;valle del cauca;palmira;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;16;soltero;F;urbana;no;colegio san jose del avila;b;femenino;espanol:ingles;educacion tradicional;si;si;no;no;15-20;1;1
2020-03;14475C;3484U;10256N;buga;5;2020;2;valle del cauca;buga;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles:frances;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-03;14143C;3485U;13660N;buga;3;2020;2;valle del cauca;buga;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;17;soltero;F;nd;no;colegio comfandi buga;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-03;14160C;3486U;13378N;buga;3;2020;2;valle del cauca;buga;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;17;soltero;F;nd;no;colegio diocesano gimnasio central del valle;b;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-03;14117C;3487U;14118N;buga;2;2020;2;valle del cauca;buga;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;nd;no;colegio comfandi buga;b;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-03;14157C;3489U;6497N;buga;2;2020;2;valle del cauca;buga;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio mayor ciudad de buga;b;mixto;espanol:ingles:frances;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2020-03;14422C;3490U;16805N;buga;2;2020;2;valle del cauca;buga;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;nd;no;colegio diocesano gimnasio central del valle;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-01;12089C;3491U;13392N;buga;3;2019;1;valle del cauca;buga;Engineering;diseno industrial;103338;bellas artes;diurna;18;soltero;F;urbana;no;colegio comfandi buga;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2020-03;14617C;3492U;14024N;darien;3;2020;2;valle del cauca;darien;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;institucion educativa gimnasio del calima;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-01;12138C;3494U;4357N;jamundi;1;2019;1;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;rural;no;colegio nuestra senora de fatima cali;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2020-01;13498C;3496U;18486N;caloto;1;2020;1;cauca;caloto;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;17;soltero;M;nd;no;institucion educativa la nina maria;a;mixto;espanol;etnoeducacion;nd;nd;nd;nd;15-20;1;0
2014-01;5399C;3498U;1600N;jamundi;3;2014;1;valle del cauca;jamundi;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;F;nd;no;colegio la merced jamundi;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;10002C;3499U;12324N;cali;4;2017;2;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;urbana;no;colegio santa mariana de jesus cali;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2012-03;3918C;349U;18788N;cali;3;2012;2;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;28;soltero;F;nd;no;colegio departamental libardo madrid valderrama;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;1
2017-01;9713C;3500U;10525N;jamundi;2;2017;1;valle del cauca;jamundi;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio juan pablo ii jamundi;a;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;0
2020-01;13976C;3503U;18138N;jamundi;2;2020;1;valle del cauca;jamundi;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;F;nd;no;institucion educativa rosalia mafla;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2020-01;13991C;3504U;18686N;jamundi;2;2020;1;valle del cauca;jamundi;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;diurna;19;soltero;F;nd;no;institucion educativa rosalia mafla;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2017-01;9461C;3505U;17161N;caloto;2;2017;1;cauca;caloto;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;rural;no;institucion educativa escipion jaramillo;a;mixto;ingles;educacion tradicional;no;si;no;no;15-20;1;0
2019-03;12797C;3506U;14259N;la union;2;2019;2;valle del cauca;roldanillo;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;gimnasio norte del valle;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2019-01;12412C;3507U;8095N;yumbo;2;2019;1;valle del cauca;yumbo;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;institucion educativa juan xxiii yumbo;a;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;0
2017-01;9738C;3508U;14788N;cali;2;2017;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;16;soltero;F;urbana;no;colegio el hogar;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2019-01;12164C;3509U;1138N;el cerrito;3;2019;1;valle del cauca;el cerrito;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;17;soltero;M;urbana;no;colegio de bachillerato tecnico comercial hargadon el placer;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2010-03;1553C;350U;6729N;cali;3;2010;2;valle del cauca;cali;communication and social sciences;economia;20107;economia administracion contaduria y afines;nocturna;26;soltero;F;nd;no;institucion educativa liceo departamental;nd;nd;nd;nd;nd;nd;nd;nd;26-40;1;0
2018-01;10858C;3510U;14063N;ginebra;2;2018;1;valle del cauca;ginebra;Engineering;diseno industrial;103338;bellas artes;diurna;18;soltero;F;urbana;no;colegio la inmaculada concepcion ginebra;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2018-01;11187C;3511U;14464N;cali;2;2018;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;18;soltero;F;urbana;no;institucion educativa comercial ciudad de cali;a;mixto;espanol:ingles;educacion tradicional;no;si;no;si;15-20;1;1
2017-01;9402C;3514U;14374N;dagua;2;2017;1;valle del cauca;dagua;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;F;urbana;no;colegio departamental gimnasio del dagua;a;mixto;espanol;etnoeducacion;no;no;no;no;15-20;1;0
2016-03;8723C;3515U;10488N;buenaventura;4;2016;2;valle del cauca;buenaventura;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;instituto comercial del pacifico;a;nd;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2018-01;11171C;3516U;5726N;el cerrito;2;2018;1;valle del cauca;el cerrito;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;centro docente pedro antonio molina;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2019-01;11970C;3517U;8433N;guacari;2;2019;1;valle del cauca;ginebra;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;18;soltero;M;urbana;no;institucion educativa ginebra la salle;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2019-03;13178C;3518U;15576N;el cerrito;1;2019;2;valle del cauca;el cerrito;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;instituto tecnico comercial e industrial providencia;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;0
2009-01;68C;351U;1626N;cali;3;2009;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;25;union libre;F;nd;no;institucion educativa de santa librada;nd;nd;nd;nd;nd;nd;nd;nd;21-25;1;0
2017-03;10407C;3520U;14522N;cali;3;2017;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;nocturna;17;soltero;M;urbana;no;colegio franciscano de fray damian gonzalez;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2018-01;10758C;3521U;9301N;buenaventura;1;2018;1;valle del cauca;buenaventura;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;urbana;no;liceo femenino del pacifico;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2020-01;14088C;3522U;5687N;candelaria;1;2020;1;cauca;la vega;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;institucion educativa nuestra senora de la candelaria la vega;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2019-01;12671C;3523U;3440N;jamundi;3;2019;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;nocturna;20;soltero;M;urbana;no;institucion educativa general francisco de paula santander;a;mixto;espanol:ingles;educacion tradicional;no;no;no;si;15-20;1;1
2018-01;10692C;3524U;16413N;palmira;4;2018;1;valle del cauca;palmira;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;urbana;no;colegio del sagrado corazon de jesus palmira;b;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2020-01;13368C;3526U;17721N;candelaria;2;2020;1;valle del cauca;candelaria;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;18;soltero;F;nd;no;colegio ana julia holguin de hurtado;a;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;1
2019-03;13258C;3527U;12783N;palmira;4;2019;2;valle del cauca;palmira;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;17;soltero;M;urbana;no;seminario diocesano de cristo sacerdote;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2019-01;12540C;3529U;7977N;florida;2;2019;1;valle del cauca;florida;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;colegio emanuel;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2018-03;11343C;352U;14966N;cali;5;2018;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;35;casado;F;urbana;no;escuela de gestion y formacion empresarial;a;mixto;espanol;aceleracion del aprendizaje;no;no;no;no;26-40;1;1
2019-03;13079C;3530U;17738N;palmira;4;2019;2;valle del cauca;palmira;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;urbana;no;colegio del sagrado corazon de jesus palmira;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2018-01;10677C;3531U;11853N;palmira;3;2018;1;valle del cauca;palmira;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;urbana;no;institucion educativa san vicente palmira;a;femenino;espanol;educacion tradicional;no;no;no;no;15-20;1;0
